Redshift Table,Databricks Table
segment_algolia.algolia_webstatic_dev_inte_meteor_click,redshift.segment_algolia.algolia_webstatic_dev_inte_meteor_click
segment_algolia.algolia_webstatic_dev_inte_scala_click,redshift.segment_algolia.algolia_webstatic_dev_inte_scala_click
segment_algolia.algolia_webstatic_footer_contactus,redshift.segment_algolia.algolia_webstatic_footer_contactus
segment_algolia.algolia_webstatic_footer_developers_changelog,redshift.segment_algolia.algolia_webstatic_footer_developers_changelog
segment_algolia.algolia_webstatic_footer_developers_support,redshift.segment_algolia.algolia_webstatic_footer_developers_support
segment_algolia.algolia_webstatic_footer_solutions_partners,redshift.segment_algolia.algolia_webstatic_footer_solutions_partners
segment_algolia.checked_marketing_optin,redshift.segment_algolia.checked_marketing_optin
segment_algolia.clicked_contact_us,redshift.segment_algolia.clicked_contact_us
segment_algolia.clicked_industry_search_ui,redshift.segment_algolia.clicked_industry_search_ui
segment_algolia.clicked_launch_profit_simulator,redshift.segment_algolia.clicked_launch_profit_simulator
segment_algolia.clicked_security_compliance,redshift.segment_algolia.clicked_security_compliance
segment_algolia.clicked_sign_up_google,redshift.segment_algolia.clicked_sign_up_google
segment_algolia.finished_first_name_label,redshift.segment_algolia.finished_first_name_label
segment_algolia.footer_about_algolia,redshift.segment_algolia.footer_about_algolia
segment_algolia.opop3bx3bx3bx3bx,redshift.segment_algolia.opop3bx3bx3bx3bx
segment_algolia.opop9q9q9q9q,redshift.segment_algolia.opop9q9q9q9q
segment_algolia.opopa87a87a87a87,redshift.segment_algolia.opopa87a87a87a87
segment_algolia.opopc52c52c52c52,redshift.segment_algolia.opopc52c52c52c52
segment_algolia.opopga7ga7ga7ga7,redshift.segment_algolia.opopga7ga7ga7ga7
segment_algolia.pages,redshift.segment_algolia.pages
segment_algolia_dashboard_backend.accounts,redshift.segment_algolia_dashboard_backend.accounts
segment_algolia_dashboard_backend.algolia_web_1822_1945,redshift.segment_algolia_dashboard_backend.algolia_web_1822_1945
segment_algolia_dashboard_backend.algolia_web_9650_151,redshift.segment_algolia_dashboard_backend.algolia_web_9650_151
segment_algolia_dashboard_backend.algolia_web_ab_testing_not_enrolled_click,redshift.segment_algolia_dashboard_backend.algolia_web_ab_testing_not_enrolled_click
segment_algolia_dashboard_backend.algolia_web_browse_page_view_and_7005_7005,redshift.segment_algolia_dashboard_backend.algolia_web_browse_page_view_and_7005_7005
segment_algolia_dashboard_backend.algolia_web_browse_page_view_eval_compile_for_x_in_range_1_n_import_time_n_time_sleep_20_a_single,redshift.segment_algolia_dashboard_backend.algolia_web_browse_page_view_eval_compile_for_x_in_range_1_n_import_time_n_time_sleep_20_a_single
segment_algolia_dashboard_backend.algolia_web_c1el0rdhla0vmoxe2u2fsazhu80zwnofc7zxnm,redshift.segment_algolia_dashboard_backend.algolia_web_c1el0rdhla0vmoxe2u2fsazhu80zwnofc7zxnm
segment_algolia_dashboard_backend.algolia_web_dsn_page_view_ping_c_21_127_0_0_1_x,redshift.segment_algolia_dashboard_backend.algolia_web_dsn_page_view_ping_c_21_127_0_0_1_x
segment_algolia_dashboard_backend.algolia_web_etc_passwd,redshift.segment_algolia_dashboard_backend.algolia_web_etc_passwd
segment_algolia_dashboard_backend.call_provisioning_api,redshift.segment_algolia_dashboard_backend.call_provisioning_api
segment_algolia_dashboard_backend.changed_backend_tech_stack,redshift.segment_algolia_dashboard_backend.changed_backend_tech_stack
segment_algolia_dashboard_backend.click_ignore_generative_ai_terms_conditions,redshift.segment_algolia_dashboard_backend.click_ignore_generative_ai_terms_conditions
segment_algolia_dashboard_backend.click_launchpad_cta,redshift.segment_algolia_dashboard_backend.click_launchpad_cta
segment_algolia_dashboard_backend.click_return_to_shopping_guides_overview,redshift.segment_algolia_dashboard_backend.click_return_to_shopping_guides_overview
segment_algolia_dashboard_backend.click_see_usage,redshift.segment_algolia_dashboard_backend.click_see_usage
segment_algolia_dashboard_backend.clicked_add_a_new_recommend_rule,redshift.segment_algolia_dashboard_backend.clicked_add_a_new_recommend_rule
segment_algolia_dashboard_backend.clicked_add_credit_card,redshift.segment_algolia_dashboard_backend.clicked_add_credit_card
segment_algolia_dashboard_backend.clicked_ai_synonyms,redshift.segment_algolia_dashboard_backend.clicked_ai_synonyms
segment_algolia_dashboard_backend.clicked_algolia_academy,redshift.segment_algolia_dashboard_backend.clicked_algolia_academy
segment_algolia_dashboard_backend.clicked_configure_advanced_personalization,redshift.segment_algolia_dashboard_backend.clicked_configure_advanced_personalization
segment_algolia.algolia_webstatic_footer_solutions_saas,redshift.segment_algolia.algolia_webstatic_footer_solutions_saas
segment_algolia.algolia_webstatic_nav_logobackhp_click,redshift.segment_algolia.algolia_webstatic_nav_logobackhp_click
segment_algolia.algolia_webstatic_pro_craw_herodemorequest_click,redshift.segment_algolia.algolia_webstatic_pro_craw_herodemorequest_click
segment_algolia.clicked_additional_resources,redshift.segment_algolia.clicked_additional_resources
segment_algolia.clicked_what_s_new,redshift.segment_algolia.clicked_what_s_new
segment_algolia_dashboard_backend.algolia_web_browse_page_view_ping_c_21_127_0_0_1,redshift.segment_algolia_dashboard_backend.algolia_web_browse_page_view_ping_c_21_127_0_0_1
segment_algolia_dashboard_backend.algolia_web_dsn_page_view_echo_j6p825x6qc_ajda0kx3r5,redshift.segment_algolia_dashboard_backend.algolia_web_dsn_page_view_echo_j6p825x6qc_ajda0kx3r5
segment_algolia_dashboard_backend.click_copy_shopping_guide_content_from_edit,redshift.segment_algolia_dashboard_backend.click_copy_shopping_guide_content_from_edit
segment_algolia_dashboard_backend.clicked_alternatives_synonyms,redshift.segment_algolia_dashboard_backend.clicked_alternatives_synonyms
segment_algolia.algolia_webstatic_ent_cust_header_csww_download,redshift.segment_algolia.algolia_webstatic_ent_cust_header_csww_download
segment_algolia.algolia_webstatic_sol_ecom_csbooks_click,redshift.segment_algolia.algolia_webstatic_sol_ecom_csbooks_click
segment_algolia.finished_company_event,redshift.segment_algolia.finished_company_event
segment_algolia_dashboard_backend.algolia_web_dsn_reco_banner_cta_click,redshift.segment_algolia_dashboard_backend.algolia_web_dsn_reco_banner_cta_click
segment_algolia_dashboard_backend.cancel_create_new_shopping_guide,redshift.segment_algolia_dashboard_backend.cancel_create_new_shopping_guide
segment_algolia.exchange_item_card_clicked,redshift.segment_algolia.exchange_item_card_clicked
segment_algolia_dashboard_backend.algolia_web_2769_9671,redshift.segment_algolia_dashboard_backend.algolia_web_2769_9671
segment_algolia.clicked_start_building,redshift.segment_algolia.clicked_start_building
segment_algolia.algolia_webstatic_pro_quer_docs_click,redshift.segment_algolia.algolia_webstatic_pro_quer_docs_click
segment_algolia_dashboard_backend.clicked_delete_boost,redshift.segment_algolia_dashboard_backend.clicked_delete_boost
segment_algolia_dashboard_backend.clicked_delete_budget,redshift.segment_algolia_dashboard_backend.clicked_delete_budget
segment_algolia_dashboard_backend.clicked_delete_composition,redshift.segment_algolia_dashboard_backend.clicked_delete_composition
segment_algolia_dashboard_backend.clicked_delete_composition_rule,redshift.segment_algolia_dashboard_backend.clicked_delete_composition_rule
segment_algolia_dashboard_backend.clicked_delete_condition,redshift.segment_algolia_dashboard_backend.clicked_delete_condition
segment_algolia_dashboard_backend.clicked_delete_filter,redshift.segment_algolia_dashboard_backend.clicked_delete_filter
segment_algolia_dashboard_backend.clicked_delete_hide,redshift.segment_algolia_dashboard_backend.clicked_delete_hide
segment_algolia_dashboard_backend.clicked_delete_in_index_configuration_menu_button,redshift.segment_algolia_dashboard_backend.clicked_delete_in_index_configuration_menu_button
segment_algolia_dashboard_backend.clicked_delete_index,redshift.segment_algolia_dashboard_backend.clicked_delete_index
segment_algolia_dashboard_backend.clicked_delete_indices,redshift.segment_algolia_dashboard_backend.clicked_delete_indices
segment_algolia_dashboard_backend.clicked_delete_model,redshift.segment_algolia_dashboard_backend.clicked_delete_model
segment_algolia_dashboard_backend.clicked_delete_order,redshift.segment_algolia_dashboard_backend.clicked_delete_order
segment_algolia_dashboard_backend.clicked_delete_rule,redshift.segment_algolia_dashboard_backend.clicked_delete_rule
segment_algolia_dashboard_backend.clicked_delete_synonym,redshift.segment_algolia_dashboard_backend.clicked_delete_synonym
segment_algolia_dashboard_backend.clicked_details_button,redshift.segment_algolia_dashboard_backend.clicked_details_button
segment_algolia_dashboard_backend.clicked_dictionaries,redshift.segment_algolia_dashboard_backend.clicked_dictionaries
segment_algolia_dashboard_backend.clicked_disable_personalization_after_trial,redshift.segment_algolia_dashboard_backend.clicked_disable_personalization_after_trial
segment_algolia_dashboard_backend.clicked_discard_changes_model_unified_button,redshift.segment_algolia_dashboard_backend.clicked_discard_changes_model_unified_button
segment_algolia_dashboard_backend.clicked_discard_in_events_configuration,redshift.segment_algolia_dashboard_backend.clicked_discard_in_events_configuration
segment_algolia_dashboard_backend.clicked_discard_in_index_configuration,redshift.segment_algolia_dashboard_backend.clicked_discard_in_index_configuration
segment_algolia_dashboard_backend.clicked_discard_settings,redshift.segment_algolia_dashboard_backend.clicked_discard_settings
segment_algolia_dashboard_backend.clicked_documentation,redshift.segment_algolia_dashboard_backend.clicked_documentation
segment_algolia_dashboard_backend.clicked_documentation_neural_search_shortcut,redshift.segment_algolia_dashboard_backend.clicked_documentation_neural_search_shortcut
segment_algolia_dashboard_backend.clicked_documentation_overview_shortcut,redshift.segment_algolia_dashboard_backend.clicked_documentation_overview_shortcut
segment_algolia_dashboard_backend.clicked_downgrade,redshift.segment_algolia_dashboard_backend.clicked_downgrade
segment_algolia_dashboard_backend.clicked_duplicate_index,redshift.segment_algolia_dashboard_backend.clicked_duplicate_index
segment_algolia_dashboard_backend.clicked_duplicate_rule,redshift.segment_algolia_dashboard_backend.clicked_duplicate_rule
segment_algolia_dashboard_backend.clicked_dynamic_re_ranking_option_outside_of_top_queries,redshift.segment_algolia_dashboard_backend.clicked_dynamic_re_ranking_option_outside_of_top_queries
segment_algolia_dashboard_backend.clicked_dynamic_re_ranking_simulator_item,redshift.segment_algolia_dashboard_backend.clicked_dynamic_re_ranking_simulator_item
segment_algolia_dashboard_backend.clicked_e_commerce_toggle_in_events_configuration,redshift.segment_algolia_dashboard_backend.clicked_e_commerce_toggle_in_events_configuration
segment_algolia_dashboard_backend.clicked_edit_ai_synonym_from_manual_configuration,redshift.segment_algolia_dashboard_backend.clicked_edit_ai_synonym_from_manual_configuration
segment_algolia_dashboard_backend.clicked_edit_billing_address,redshift.segment_algolia_dashboard_backend.clicked_edit_billing_address
segment_algolia_dashboard_backend.clicked_edit_composition,redshift.segment_algolia_dashboard_backend.clicked_edit_composition
segment_algolia_dashboard_backend.clicked_edit_composition_rule,redshift.segment_algolia_dashboard_backend.clicked_edit_composition_rule
segment_algolia_dashboard_backend.clicked_edit_preview_attributes,redshift.segment_algolia_dashboard_backend.clicked_edit_preview_attributes
segment_algolia_dashboard_backend.clicked_edit_rule,redshift.segment_algolia_dashboard_backend.clicked_edit_rule
segment_algolia_dashboard_backend.clicked_edit_rule_conflict,redshift.segment_algolia_dashboard_backend.clicked_edit_rule_conflict
segment_algolia_dashboard_backend.clicked_edit_spend_monitoring,redshift.segment_algolia_dashboard_backend.clicked_edit_spend_monitoring
segment_algolia_dashboard_backend.clicked_edit_strategy,redshift.segment_algolia_dashboard_backend.clicked_edit_strategy
segment_algolia_dashboard_backend.clicked_enable_personalization,redshift.segment_algolia_dashboard_backend.clicked_enable_personalization
segment_algolia_dashboard_backend.clicked_events,redshift.segment_algolia_dashboard_backend.clicked_events
segment_algolia_dashboard_backend.clicked_expandable_card,redshift.segment_algolia_dashboard_backend.clicked_expandable_card
segment_algolia_dashboard_backend.clicked_experience_selector,redshift.segment_algolia_dashboard_backend.clicked_experience_selector
segment_algolia_dashboard_backend.clicked_experiences_root_sidebar,redshift.segment_algolia_dashboard_backend.clicked_experiences_root_sidebar
segment_algolia_dashboard_backend.clicked_explore_recommend,redshift.segment_algolia_dashboard_backend.clicked_explore_recommend
segment_algolia_dashboard_backend.clicked_export_all_suggested_synonyms,redshift.segment_algolia_dashboard_backend.clicked_export_all_suggested_synonyms
segment_algolia_dashboard_backend.clicked_export_rules_as_csv,redshift.segment_algolia_dashboard_backend.clicked_export_rules_as_csv
segment_algolia_dashboard_backend.clicked_export_rules_as_json,redshift.segment_algolia_dashboard_backend.clicked_export_rules_as_json
segment_algolia_dashboard_backend.clicked_external_connector_learn_more,redshift.segment_algolia_dashboard_backend.clicked_external_connector_learn_more
segment_algolia_dashboard_backend.clicked_feedback,redshift.segment_algolia_dashboard_backend.clicked_feedback
